,chart_week,current_week,title,performers,last_week,peak_pos,wks_on_chart,song_id,main_artist
63,2022-11-12,64,Forever,Lil Baby Featuring Fridayy,46,8,3,Forever — Lil Baby Featuring Fridayy,Lil Baby
64,2022-11-12,65,Romantic Homicide,d4vd,61,33,9,Romantic Homicide — d4vd,d4vd
65,2022-11-12,66,Don't Come Lookin',Jackson Dean,64,50,10,Don't Come Lookin' — Jackson Dean,Jackson Dean
66,2022-11-12,67,Wishful Drinking,Ingrid Andress With Sam Hunt,68,47,18,Wishful Drinking — Ingrid Andress With Sam Hunt,Ingrid Andress
67,2022-11-12,68,Bigger Than The Whole Sky,Taylor Swift,21,21,2,Bigger Than The Whole Sky — Taylor Swift,Taylor Swift
68,2022-11-12,69,Free Mind,Tems,70,46,16,Free Mind — Tems,Tems
69,2022-11-12,70,No Se Va,Grupo Frontera,69,57,6,No Se Va — Grupo Frontera,Grupo Frontera
70,2022-11-12,71,The Great War,Taylor Swift,26,26,2,The Great War — Taylor Swift,Taylor Swift
71,2022-11-12,72,Billie Eilish.,Armani White,77,58,8,Billie Eilish. — Armani White,Armani White
72,2022-11-12,73,Paris,Taylor Swift,32,32,2,Paris — Taylor Swift,Taylor Swift
73,2022-11-12,74,Whiskey On You,Nate Smith,76,44,20,Whiskey On You — Nate Smith,Nate Smith
74,2022-11-12,75,All Mine,Brent Faiyaz,81,42,13,All Mine — Brent Faiyaz,Brent Faiyaz
75,2022-11-12,76,Wait In The Truck,HARDY Featuring Lainey Wilson,80,54,9,Wait In The Truck — HARDY Featuring Lainey Wilson,HARDY
76,2022-11-12,77,Monotonia,Shakira + Ozuna,65,65,2,Monotonia — Shakira + Ozuna,Shakira
77,2022-11-12,78,Hotel Lobby (Unc And Phew),Quavo & Takeoff,-,59,17,Hotel Lobby (Unc And Phew) — Quavo & Takeoff,Quavo
78,2022-11-12,79,High Infidelity,Taylor Swift,33,33,2,High Infidelity — Taylor Swift,Taylor Swift
79,2022-11-12,80,2 Be Loved (Am I Ready),Lizzo,79,55,12,2 Be Loved (Am I Ready) — Lizzo,Lizzo
80,2022-11-12,81,Staying Alive,DJ Khaled Featuring Drake & Lil Baby,74,5,13,Staying Alive — DJ Khaled Featuring Drake & Lil Baby,DJ Khaled
81,2022-11-12,82,Real Spill,Lil Baby,63,10,3,Real Spill — Lil Baby,Lil Baby
82,2022-11-12,83,Last Last,Burna Boy,83,44,17,Last Last — Burna Boy,Burna Boy
83,2022-11-12,84,Miss You,Oliver Tree & Robin Schulz,99,84,2,Miss You — Oliver Tree & Robin Schulz,Oliver Tree
84,2022-11-12,85,Never Hating,Lil Baby & Young Thug,67,19,3,Never Hating — Lil Baby & Young Thug,Lil Baby
85,2022-11-12,86,Glitch,Taylor Swift,41,41,2,Glitch — Taylor Swift,Taylor Swift
86,2022-11-12,87,Freestyle,Lil Baby,85,63,8,Freestyle — Lil Baby,Lil Baby
87,2022-11-12,88,Calm Down,Rema & Selena Gomez,86,74,9,Calm Down — Rema & Selena Gomez,Rema
88,2022-11-12,89,Stand On It,Lil Baby,66,22,3,Stand On It — Lil Baby,Lil Baby
89,2022-11-12,90,La Bachata,Manuel Turizo,82,67,11,La Bachata — Manuel Turizo,Manuel Turizo
90,2022-11-12,91,Gotta Move On,Diddy & Bryson Tiller,90,79,5,Gotta Move On — Diddy & Bryson Tiller,Diddy
91,2022-11-12,92,Ain't Safe,Trippie Redd & Don Toliver,-,92,1,Ain't Safe — Trippie Redd & Don Toliver,Trippie Redd
92,2022-11-12,93,Pick Me Up,Gabby Barrett,89,69,14,Pick Me Up — Gabby Barrett,Gabby Barrett
93,2022-11-12,94,Betty (Get Money),Yung Gravy,78,30,17,Betty (Get Money) — Yung Gravy,Yung Gravy
94,2022-11-12,95,Gatubela,Karol G x Maldy,87,37,10,Gatubela — Karol G x Maldy,Karol G
95,2022-11-12,96,300 Blackout,Kodak Black,-,96,1,300 Blackout — Kodak Black,Kodak Black
96,2022-11-12,97,Dear Reader,Taylor Swift,45,45,2,Dear Reader — Taylor Swift,Taylor Swift
97,2022-11-12,98,Country On,Luke Bryan,92,72,11,Country On — Luke Bryan,Luke Bryan
98,2022-11-12,99,"Bzrp Music Sessions, Vol. 52",Bizarrap & Quevedo,-,79,10,"Bzrp Music Sessions, Vol. 52 — Bizarrap & Quevedo",Bizarrap
99,2022-11-12,100,Evergreen,Omar Apollo,88,51,7,Evergreen — Omar Apollo,Omar Apollo
0,2022-11-19,1,Anti-Hero,Taylor Swift,1,1,3,Anti-Hero — Taylor Swift,Taylor Swift
1,2022-11-19,2,Rich Flex,Drake & 21 Savage,-,2,1,Rich Flex — Drake & 21 Savage,Drake
2,2022-11-19,3,Major Distribution,Drake & 21 Savage,-,3,1,Major Distribution — Drake & 21 Savage,Drake
3,2022-11-19,4,On BS,Drake & 21 Savage,-,4,1,On BS — Drake & 21 Savage,Drake
4,2022-11-19,5,Spin Bout U,Drake & 21 Savage,-,5,1,Spin Bout U — Drake & 21 Savage,Drake
5,2022-11-19,6,Pussy & Millions,Drake & 21 Savage Featuring Travis Scott,-,6,1,Pussy & Millions — Drake & 21 Savage Featuring Travis Scott,Drake
6,2022-11-19,7,Privileged Rappers,Drake & 21 Savage,-,7,1,Privileged Rappers — Drake & 21 Savage,Drake
7,2022-11-19,8,Circo Loco,Drake & 21 Savage,-,8,1,Circo Loco — Drake & 21 Savage,Drake
8,2022-11-19,9,BackOutsideBoyz,Drake,-,9,1,BackOutsideBoyz — Drake,Drake
9,2022-11-19,10,Unholy,Sam Smith & Kim Petras,3,1,7,Unholy — Sam Smith & Kim Petras,Sam Smith
10,2022-11-19,11,Hours In Silence,Drake & 21 Savage,-,11,1,Hours In Silence — Drake & 21 Savage,Drake
11,2022-11-19,12,Broke Boys,Drake & 21 Savage,-,12,1,Broke Boys — Drake & 21 Savage,Drake
12,2022-11-19,13,Bad Habit,Steve Lacy,4,1,19,Bad Habit — Steve Lacy,Steve Lacy
13,2022-11-19,14,Treacherous Twins,Drake & 21 Savage,-,14,1,Treacherous Twins — Drake & 21 Savage,Drake
14,2022-11-19,15,Middle Of The Ocean,Drake,-,15,1,Middle Of The Ocean — Drake,Drake
15,2022-11-19,16,Jumbotron Shit Poppin,Drake,-,16,1,Jumbotron Shit Poppin — Drake,Drake
16,2022-11-19,17,As It Was,Harry Styles,5,1,32,As It Was — Harry Styles,Harry Styles
17,2022-11-19,18,More M’s,Drake & 21 Savage,-,18,1,More M’s — Drake & 21 Savage,Drake
18,2022-11-19,19,I Guess It's Fuck Me,Drake,-,19,1,I Guess It's Fuck Me — Drake,Drake
19,2022-11-19,20,I'm Good (Blue),David Guetta & Bebe Rexha,15,14,11,I'm Good (Blue) — David Guetta & Bebe Rexha,David Guetta
20,2022-11-19,21,Super Freaky Girl,Nicki Minaj,10,1,13,Super Freaky Girl — Nicki Minaj,Nicki Minaj
21,2022-11-19,22,Lift Me Up,Rihanna,2,2,2,Lift Me Up — Rihanna,Rihanna
22,2022-11-19,23,Lavender Haze,Taylor Swift,6,2,3,Lavender Haze — Taylor Swift,Taylor Swift
23,2022-11-19,24,I Like You (A Happier Song),Post Malone Featuring Doja Cat,8,3,23,I Like You (A Happier Song) — Post Malone Featuring Doja Cat,Post Malone
24,2022-11-19,25,You Proof,Morgan Wallen,14,5,26,You Proof — Morgan Wallen,Morgan Wallen
25,2022-11-19,26,Something In The Orange,Zach Bryan,29,12,29,Something In The Orange — Zach Bryan,Zach Bryan
26,2022-11-19,27,3AM On Glenwood,21 Savage,-,27,1,3AM On Glenwood — 21 Savage,21 Savage
27,2022-11-19,28,I Ain't Worried,OneRepublic,13,6,22,I Ain't Worried — OneRepublic,OneRepublic
28,2022-11-19,29,Vegas,Doja Cat,18,10,23,Vegas — Doja Cat,Doja Cat
29,2022-11-19,30,Midnight Rain,Taylor Swift,7,5,3,Midnight Rain — Taylor Swift,Taylor Swift
30,2022-11-19,31,Jimmy Cooks,Drake Featuring 21 Savage,25,1,21,Jimmy Cooks — Drake Featuring 21 Savage,Drake
31,2022-11-19,32,Under The Influence,Chris Brown,21,21,9,Under The Influence — Chris Brown,Chris Brown
32,2022-11-19,33,Bejeweled,Taylor Swift,9,6,3,Bejeweled — Taylor Swift,Taylor Swift
34,2022-11-19,35,Sunroof,Nicky Youre & dazy,19,4,24,Sunroof — Nicky Youre & dazy,Nicky Youre
35,2022-11-19,36,Maroon,Taylor Swift,12,3,3,Maroon — Taylor Swift,Taylor Swift
37,2022-11-19,38,Cuff It,Beyonce,31,13,13,Cuff It — Beyonce,Beyonce
38,2022-11-19,39,Karma,Taylor Swift,17,9,3,Karma — Taylor Swift,Taylor Swift
39,2022-11-19,40,Snow On The Beach,Taylor Swift Featuring Lana Del Rey,16,4,3,Snow On The Beach — Taylor Swift Featuring Lana Del Rey,Taylor Swift
40,2022-11-19,41,Wait For U,Future Featuring Drake & Tems,28,1,28,Wait For U — Future Featuring Drake & Tems,Future
41,2022-11-19,42,"You're On Your Own, Kid",Taylor Swift,20,8,3,"You're On Your Own, Kid — Taylor Swift",Taylor Swift
42,2022-11-19,43,Titi Me Pregunto,Bad Bunny,30,5,27,Titi Me Pregunto — Bad Bunny,Bad Bunny
43,2022-11-19,44,Just Wanna Rock,Lil Uzi Vert,48,44,4,Just Wanna Rock — Lil Uzi Vert,Lil Uzi Vert
44,2022-11-19,45,The Kind Of Love We Make,Luke Combs,36,8,21,The Kind Of Love We Make — Luke Combs,Luke Combs
45,2022-11-19,46,Shirt,SZA,11,11,2,Shirt — SZA,SZA
46,2022-11-19,47,She Had Me At Heads Carolina,Cole Swindell,37,16,24,She Had Me At Heads Carolina — Cole Swindell,Cole Swindell
47,2022-11-19,48,About Damn Time,Lizzo,33,1,30,About Damn Time — Lizzo,Lizzo
48,2022-11-19,49,Tomorrow 2,GloRilla & Cardi B,35,9,7,Tomorrow 2 — GloRilla & Cardi B,GloRilla
49,2022-11-19,50,Unstoppable,Sia,39,28,19,Unstoppable — Sia,Sia
50,2022-11-19,51,Vigilante Shit,Taylor Swift,24,10,3,Vigilante Shit — Taylor Swift,Taylor Swift
51,2022-11-19,52,Thank God,Kane Brown With Katelyn Brown,43,22,9,Thank God — Kane Brown With Katelyn Brown,Kane Brown
52,2022-11-19,53,Die For You,Joji,-,53,1,Die For You — Joji,Joji
53,2022-11-19,54,5 Foot 9,Tyler Hubbard,44,22,22,5 Foot 9 — Tyler Hubbard,Tyler Hubbard
54,2022-11-19,55,Hold Me Closer,Elton John & Britney Spears,40,6,11,Hold Me Closer — Elton John & Britney Spears,Elton John
55,2022-11-19,56,Question...?,Taylor Swift,32,7,3,Question...? — Taylor Swift,Taylor Swift
56,2022-11-19,57,Golden Hour,JVKE,46,46,11,Golden Hour — JVKE,JVKE
57,2022-11-19,58,Rock And A Hard Place,Bailey Zimmerman,54,24,22,Rock And A Hard Place — Bailey Zimmerman,Bailey Zimmerman
58,2022-11-19,59,Fall In Love,Bailey Zimmerman,50,29,28,Fall In Love — Bailey Zimmerman,Bailey Zimmerman
59,2022-11-19,60,Half Of Me,Thomas Rhett Featuring Riley Green,52,52,12,Half Of Me — Thomas Rhett Featuring Riley Green,Thomas Rhett
60,2022-11-19,61,Made You Look,Meghan Trainor,63,61,3,Made You Look — Meghan Trainor,Meghan Trainor
61,2022-11-19,62,Hotel Lobby (Unc And Phew),Quavo & Takeoff,78,59,18,Hotel Lobby (Unc And Phew) — Quavo & Takeoff,Quavo
62,2022-11-19,63,What My World Spins Around,Jordan Davis,58,41,13,What My World Spins Around — Jordan Davis,Jordan Davis
63,2022-11-19,64,Until I Found You,Stephen Sanchez,53,38,19,Until I Found You — Stephen Sanchez,Stephen Sanchez
64,2022-11-19,65,Mastermind,Taylor Swift,38,13,3,Mastermind — Taylor Swift,Taylor Swift
65,2022-11-19,66,Victoria’s Secret,Jax,56,35,15,Victoria’s Secret — Jax,Jax
66,2022-11-19,67,Labyrinth,Taylor Swift,42,14,3,Labyrinth — Taylor Swift,Taylor Swift
67,2022-11-19,68,Star Walkin' (League Of Legends Worlds Anthem),Lil Nas X,60,32,7,Star Walkin' (League Of Legends Worlds Anthem) — Lil Nas X,Lil Nas X
68,2022-11-19,69,Son Of A Sinner,Jelly Roll,57,31,19,Son Of A Sinner — Jelly Roll,Jelly Roll
69,2022-11-19,70,Don't Come Lookin',Jackson Dean,66,50,11,Don't Come Lookin' — Jackson Dean,Jackson Dean
70,2022-11-19,71,Sweet Nothing,Taylor Swift,45,15,3,Sweet Nothing — Taylor Swift,Taylor Swift
71,2022-11-19,72,Romantic Homicide,d4vd,65,33,10,Romantic Homicide — d4vd,d4vd
72,2022-11-19,73,California Breeze,Lil Baby,55,4,4,California Breeze — Lil Baby,Lil Baby
73,2022-11-19,74,Billie Eilish.,Armani White,72,58,9,Billie Eilish. — Armani White,Armani White
74,2022-11-19,75,Wait In The Truck,HARDY Featuring Lainey Wilson,76,54,10,Wait In The Truck — HARDY Featuring Lainey Wilson,HARDY
75,2022-11-19,76,"Would've, Could've, Should've",Taylor Swift,59,20,3,"Would've, Could've, Should've — Taylor Swift",Taylor Swift
76,2022-11-19,77,Heyy,Lil Baby,61,21,5,Heyy — Lil Baby,Lil Baby
77,2022-11-19,78,Wishful Drinking,Ingrid Andress With Sam Hunt,67,47,19,Wishful Drinking — Ingrid Andress With Sam Hunt,Ingrid Andress
78,2022-11-19,79,Free Mind,Tems,69,46,17,Free Mind — Tems,Tems
79,2022-11-19,80,Music For A Sushi Restaurant,Harry Styles,62,8,17,Music For A Sushi Restaurant — Harry Styles,Harry Styles
80,2022-11-19,81,No Se Va,Grupo Frontera,70,57,7,No Se Va — Grupo Frontera,Grupo Frontera
81,2022-11-19,82,Whiskey On You,Nate Smith,74,44,21,Whiskey On You — Nate Smith,Nate Smith
82,2022-11-19,83,My Mind & Me,Selena Gomez,-,83,1,My Mind & Me — Selena Gomez,Selena Gomez
83,2022-11-19,84,Forever,Lil Baby Featuring Fridayy,64,8,4,Forever — Lil Baby Featuring Fridayy,Lil Baby
84,2022-11-19,85,Bigger Than The Whole Sky,Taylor Swift,68,21,3,Bigger Than The Whole Sky — Taylor Swift,Taylor Swift
85,2022-11-19,86,All Mine,Brent Faiyaz,75,42,14,All Mine — Brent Faiyaz,Brent Faiyaz
86,2022-11-19,87,The Great War,Taylor Swift,71,26,3,The Great War — Taylor Swift,Taylor Swift
87,2022-11-19,88,Calm Down,Rema & Selena Gomez,88,74,10,Calm Down — Rema & Selena Gomez,Rema
88,2022-11-19,89,Miss You,Oliver Tree & Robin Schulz,84,84,3,Miss You — Oliver Tree & Robin Schulz,Oliver Tree
89,2022-11-19,90,Paris,Taylor Swift,73,32,3,Paris — Taylor Swift,Taylor Swift
90,2022-11-19,91,Last Last,Burna Boy,83,44,18,Last Last — Burna Boy,Burna Boy
91,2022-11-19,92,Freestyle,Lil Baby,87,63,9,Freestyle — Lil Baby,Lil Baby
92,2022-11-19,93,Pick Me Up,Gabby Barrett,93,69,15,Pick Me Up — Gabby Barrett,Gabby Barrett
93,2022-11-19,94,In My Head,Juice WRLD,23,23,2,In My Head — Juice WRLD,Juice WRLD
94,2022-11-19,95,Country On,Luke Bryan,98,72,12,Country On — Luke Bryan,Luke Bryan
95,2022-11-19,96,La Bachata,Manuel Turizo,90,67,12,La Bachata — Manuel Turizo,Manuel Turizo
96,2022-11-19,97,2 Be Loved (Am I Ready),Lizzo,80,55,13,2 Be Loved (Am I Ready) — Lizzo,Lizzo
97,2022-11-19,98,High Infidelity,Taylor Swift,79,33,3,High Infidelity — Taylor Swift,Taylor Swift
98,2022-11-19,99,Gotta Move On,Diddy & Bryson Tiller,91,79,6,Gotta Move On — Diddy & Bryson Tiller,Diddy
99,2022-11-19,100,Staying Alive,DJ Khaled Featuring Drake & Lil Baby,81,5,14,Staying Alive — DJ Khaled Featuring Drake & Lil Baby,DJ Khaled
0,2022-11-26,1,Anti-Hero,Taylor Swift,1,1,4,Anti-Hero — Taylor Swift,Taylor Swift
1,2022-11-26,2,Rich Flex,Drake & 21 Savage,2,2,2,Rich Flex — Drake & 21 Savage,Drake
2,2022-11-26,3,Unholy,Sam Smith & Kim Petras,10,1,8,Unholy — Sam Smith & Kim Petras,Sam Smith
3,2022-11-26,4,Bad Habit,Steve Lacy,13,1,20,Bad Habit — Steve Lacy,Steve Lacy
4,2022-11-26,5,As It Was,Harry Styles,17,1,33,As It Was — Harry Styles,Harry Styles
5,2022-11-26,6,Major Distribution,Drake & 21 Savage,3,3,2,Major Distribution — Drake & 21 Savage,Drake
6,2022-11-26,7,I'm Good (Blue),David Guetta & Bebe Rexha,20,7,12,I'm Good (Blue) — David Guetta & Bebe Rexha,David Guetta
7,2022-11-26,8,Lift Me Up,Rihanna,22,2,3,Lift Me Up — Rihanna,Rihanna
8,2022-11-26,9,Spin Bout U,Drake & 21 Savage,5,5,2,Spin Bout U — Drake & 21 Savage,Drake
9,2022-11-26,10,On BS,Drake & 21 Savage,4,4,2,On BS — Drake & 21 Savage,Drake
10,2022-11-26,11,Super Freaky Girl,Nicki Minaj,21,1,14,Super Freaky Girl — Nicki Minaj,Nicki Minaj
12,2022-11-26,13,You Proof,Morgan Wallen,25,5,27,You Proof — Morgan Wallen,Morgan Wallen
13,2022-11-26,14,Circo Loco,Drake & 21 Savage,8,8,2,Circo Loco — Drake & 21 Savage,Drake
14,2022-11-26,15,Pussy & Millions,Drake & 21 Savage Featuring Travis Scott,6,6,2,Pussy & Millions — Drake & 21 Savage Featuring Travis Scott,Drake
15,2022-11-26,16,I Like You (A Happier Song),Post Malone Featuring Doja Cat,24,3,24,I Like You (A Happier Song) — Post Malone Featuring Doja Cat,Post Malone
16,2022-11-26,17,Under The Influence,Chris Brown,32,17,10,Under The Influence — Chris Brown,Chris Brown
17,2022-11-26,18,Vegas,Doja Cat,29,10,24,Vegas — Doja Cat,Doja Cat
18,2022-11-26,19,Something In The Orange,Zach Bryan,26,12,30,Something In The Orange — Zach Bryan,Zach Bryan
19,2022-11-26,20,Cuff It,Beyonce,38,13,14,Cuff It — Beyonce,Beyonce
20,2022-11-26,21,Lavender Haze,Taylor Swift,23,2,4,Lavender Haze — Taylor Swift,Taylor Swift
21,2022-11-26,22,Privileged Rappers,Drake & 21 Savage,7,7,2,Privileged Rappers — Drake & 21 Savage,Drake
23,2022-11-26,24,I Ain't Worried,OneRepublic,28,6,23,I Ain't Worried — OneRepublic,OneRepublic
25,2022-11-26,26,BackOutsideBoyz,Drake,9,9,2,BackOutsideBoyz — Drake,Drake
26,2022-11-26,27,Jimmy Cooks,Drake Featuring 21 Savage,31,1,22,Jimmy Cooks — Drake Featuring 21 Savage,Drake
27,2022-11-26,28,Sunroof,Nicky Youre & dazy,35,4,25,Sunroof — Nicky Youre & dazy,Nicky Youre
28,2022-11-26,29,Tomorrow 2,GloRilla & Cardi B,49,9,8,Tomorrow 2 — GloRilla & Cardi B,GloRilla
29,2022-11-26,30,Wait For U,Future Featuring Drake & Tems,41,1,29,Wait For U — Future Featuring Drake & Tems,Future
30,2022-11-26,31,She Had Me At Heads Carolina,Cole Swindell,47,16,25,She Had Me At Heads Carolina — Cole Swindell,Cole Swindell
31,2022-11-26,32,Titi Me Pregunto,Bad Bunny,43,5,28,Titi Me Pregunto — Bad Bunny,Bad Bunny
32,2022-11-26,33,Midnight Rain,Taylor Swift,30,5,4,Midnight Rain — Taylor Swift,Taylor Swift
33,2022-11-26,34,Broke Boys,Drake & 21 Savage,12,12,2,Broke Boys — Drake & 21 Savage,Drake
34,2022-11-26,35,Bejeweled,Taylor Swift,33,6,4,Bejeweled — Taylor Swift,Taylor Swift
35,2022-11-26,36,The Kind Of Love We Make,Luke Combs,45,8,22,The Kind Of Love We Make — Luke Combs,Luke Combs
36,2022-11-26,37,Hours In Silence,Drake & 21 Savage,11,11,2,Hours In Silence — Drake & 21 Savage,Drake
37,2022-11-26,38,About Damn Time,Lizzo,48,1,31,About Damn Time — Lizzo,Lizzo
38,2022-11-26,39,Maroon,Taylor Swift,36,3,4,Maroon — Taylor Swift,Taylor Swift
39,2022-11-26,40,Made You Look,Meghan Trainor,61,40,4,Made You Look — Meghan Trainor,Meghan Trainor
41,2022-11-26,42,Golden Hour,JVKE,57,42,12,Golden Hour — JVKE,JVKE
42,2022-11-26,43,Thank God,Kane Brown With Katelyn Brown,52,22,10,Thank God — Kane Brown With Katelyn Brown,Kane Brown
43,2022-11-26,44,Unstoppable,Sia,50,28,20,Unstoppable — Sia,Sia
44,2022-11-26,45,Karma,Taylor Swift,39,9,4,Karma — Taylor Swift,Taylor Swift
45,2022-11-26,46,Hold Me Closer,Elton John & Britney Spears,55,6,12,Hold Me Closer — Elton John & Britney Spears,Elton John
46,2022-11-26,47,Just Wanna Rock,Lil Uzi Vert,44,44,5,Just Wanna Rock — Lil Uzi Vert,Lil Uzi Vert
47,2022-11-26,48,"You're On Your Own, Kid",Taylor Swift,42,8,4,"You're On Your Own, Kid — Taylor Swift",Taylor Swift
48,2022-11-26,49,Snow On The Beach,Taylor Swift Featuring Lana Del Rey,40,4,4,Snow On The Beach — Taylor Swift Featuring Lana Del Rey,Taylor Swift
50,2022-11-26,51,Wait In The Truck,HARDY Featuring Lainey Wilson,75,51,11,Wait In The Truck — HARDY Featuring Lainey Wilson,HARDY
51,2022-11-26,52,Jumbotron Shit Poppin,Drake,16,16,2,Jumbotron Shit Poppin — Drake,Drake
52,2022-11-26,53,Half Of Me,Thomas Rhett Featuring Riley Green,60,52,13,Half Of Me — Thomas Rhett Featuring Riley Green,Thomas Rhett
53,2022-11-26,54,Fall In Love,Bailey Zimmerman,59,29,29,Fall In Love — Bailey Zimmerman,Bailey Zimmerman
54,2022-11-26,55,Shirt,SZA,46,11,3,Shirt — SZA,SZA
55,2022-11-26,56,Until I Found You,Stephen Sanchez,64,38,20,Until I Found You — Stephen Sanchez,Stephen Sanchez
56,2022-11-26,57,Rock And A Hard Place,Bailey Zimmerman,58,24,23,Rock And A Hard Place — Bailey Zimmerman,Bailey Zimmerman
57,2022-11-26,58,Treacherous Twins,Drake & 21 Savage,14,14,2,Treacherous Twins — Drake & 21 Savage,Drake
58,2022-11-26,59,Hotel Lobby (Unc And Phew),Quavo & Takeoff,62,59,19,Hotel Lobby (Unc And Phew) — Quavo & Takeoff,Quavo
59,2022-11-26,60,What My World Spins Around,Jordan Davis,63,41,14,What My World Spins Around — Jordan Davis,Jordan Davis
60,2022-11-26,61,Victoria’s Secret,Jax,66,35,16,Victoria’s Secret — Jax,Jax
61,2022-11-26,62,Vigilante Shit,Taylor Swift,51,10,4,Vigilante Shit — Taylor Swift,Taylor Swift
62,2022-11-26,63,Son Of A Sinner,Jelly Roll,69,31,20,Son Of A Sinner — Jelly Roll,Jelly Roll
63,2022-11-26,64,Star Walkin' (League Of Legends Worlds Anthem),Lil Nas X,68,32,8,Star Walkin' (League Of Legends Worlds Anthem) — Lil Nas X,Lil Nas X
64,2022-11-26,65,Question...?,Taylor Swift,56,7,4,Question...? — Taylor Swift,Taylor Swift
65,2022-11-26,66,Don't Come Lookin',Jackson Dean,70,50,12,Don't Come Lookin' — Jackson Dean,Jackson Dean
66,2022-11-26,67,Middle Of The Ocean,Drake,15,15,2,Middle Of The Ocean — Drake,Drake
67,2022-11-26,68,Romantic Homicide,d4vd,72,33,11,Romantic Homicide — d4vd,d4vd
68,2022-11-26,69,More M’s,Drake & 21 Savage,18,18,2,More M’s — Drake & 21 Savage,Drake
69,2022-11-26,70,Mastermind,Taylor Swift,65,13,4,Mastermind — Taylor Swift,Taylor Swift
70,2022-11-26,71,Billie Eilish.,Armani White,74,58,10,Billie Eilish. — Armani White,Armani White
71,2022-11-26,72,Die For You,Joji,53,53,2,Die For You — Joji,Joji
72,2022-11-26,73,Labyrinth,Taylor Swift,67,14,4,Labyrinth — Taylor Swift,Taylor Swift
73,2022-11-26,74,Whiskey On You,Nate Smith,82,44,22,Whiskey On You — Nate Smith,Nate Smith
74,2022-11-26,75,Free Mind,Tems,79,46,18,Free Mind — Tems,Tems
75,2022-11-26,76,California Breeze,Lil Baby,73,4,5,California Breeze — Lil Baby,Lil Baby
76,2022-11-26,77,Sweet Nothing,Taylor Swift,71,15,4,Sweet Nothing — Taylor Swift,Taylor Swift
77,2022-11-26,78,Heyy,Lil Baby,77,21,6,Heyy — Lil Baby,Lil Baby
78,2022-11-26,79,No Se Va,Grupo Frontera,81,57,8,No Se Va — Grupo Frontera,Grupo Frontera
79,2022-11-26,80,"Would've, Could've, Should've",Taylor Swift,76,20,4,"Would've, Could've, Should've — Taylor Swift",Taylor Swift
80,2022-11-26,81,I Guess It's Fuck Me,Drake,19,19,2,I Guess It's Fuck Me — Drake,Drake
81,2022-11-26,82,Calm Down,Rema & Selena Gomez,88,74,11,Calm Down — Rema & Selena Gomez,Rema
82,2022-11-26,83,All Mine,Brent Faiyaz,86,42,15,All Mine — Brent Faiyaz,Brent Faiyaz
83,2022-11-26,84,Freestyle,Lil Baby,92,63,10,Freestyle — Lil Baby,Lil Baby
84,2022-11-26,85,Country On,Luke Bryan,95,72,13,Country On — Luke Bryan,Luke Bryan
85,2022-11-26,86,Heart Like A Truck,Lainey Wilson,-,86,1,Heart Like A Truck — Lainey Wilson,Lainey Wilson
86,2022-11-26,87,Miss You,Oliver Tree & Robin Schulz,89,84,4,Miss You — Oliver Tree & Robin Schulz,Oliver Tree
87,2022-11-26,88,Wishful Drinking,Ingrid Andress With Sam Hunt,78,47,20,Wishful Drinking — Ingrid Andress With Sam Hunt,Ingrid Andress
88,2022-11-26,89,Music For A Sushi Restaurant,Harry Styles,80,8,18,Music For A Sushi Restaurant — Harry Styles,Harry Styles
